Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,Accident_severity
46,3,0,1,1,2,1,14,3,6,4,5,3,0,0,3,2,2,2,2,2,3,2,5,3,5,0,2
46,3,1,1,4,0,0,7,3,6,2,5,3,0,0,3,2,6,2,2,2,3,2,5,3,5,10,2
46,3,1,1,4,2,2,0,3,7,2,5,3,0,0,3,2,8,2,2,9,0,1,4,2,5,9,2
958,1,4,1,4,0,4,8,3,9,4,5,1,0,0,3,2,1,2,2,3,3,2,5,3,5,0,2
958,1,0,1,4,0,1,6,3,6,6,7,1,0,0,3,2,8,2,2,2,2,1,3,2,5,13,2
958,1,0,1,4,0,2,0,3,9,6,5,1,0,0,3,2,8,2,2,2,1,0,3,2,5,10,2
911,6,1,1,4,0,3,8,3,9,2,5,1,0,0,3,2,1,2,1,3,2,0,3,2,1,9,0
911,6,1,1,1,0,1,6,3,6,4,5,1,0,0,3,2,1,2,1,2,0,1,0,2,5,10,0
682,2,4,0,1,2,3,14,3,1,6,5,1,0,0,0,2,8,1,1,3,3,2,5,3,5,0,2
252,1,3,1,4,0,0,5,0,6,6,6,1,0,3,3,4,8,1,1,2,3,2,5,3,5,0,2
161,1,2,1,4,0,2,15,3,4,6,5,1,0,3,3,4,8,2,2,2,0,1,0,2,5,11,2
161,1,1,1,4,0,1,0,3,7,2,5,1,0,3,3,4,8,2,2,2,1,0,3,2,5,0,2
68,5,2,1,4,0,1,3,3,9,4,5,1,0,0,3,2,8,2,1,4,3,2,5,3,5,3,2
68,5,0,1,4,0,1,0,0,9,6,5,1,0,0,3,2,2,2,1,4,0,0,0,2,5,3,2
583,1,2,1,4,0,1,9,3,4,6,5,1,0,0,3,2,8,2,1,2,2,0,3,2,3,11,2
583,1,4,1,4,0,3,4,3,9,4,5,1,0,0,3,2,8,2,1,7,0,1,0,2,5,7,2
64,3,2,1,4,0,3,8,3,9,6,5,1,0,0,3,2,8,2,1,2,0,1,1,2,5,10,2
64,3,4,1,1,0,2,5,3,6,4,5,1,0,0,3,2,8,2,1,2,2,1,3,2,7,0,2
413,4,4,1,4,0,2,7,3,6,0,0,3,0,0,3,2,8,2,1,2,3,2,5,3,5,12,2
413,4,4,1,4,0,1,0,3,6,6,5,3,0,0,3,2,8,2,1,2,0,0,1,2,5,10,2
388,1,1,1,1,0,2,3,3,6,4,0,1,0,0,3,2,8,2,2,3,1,0,1,2,5,11,2
388,1,0,1,4,0,2,4,3,6,1,5,1,0,0,3,2,8,2,2,2,3,2,5,3,5,11,2
388,1,0,1,4,0,3,3,3,6,4,5,1,0,0,3,2,8,2,2,2,0,0,1,2,5,12,2
428,4,1,1,4,0,2,0,3,6,6,5,1,0,3,3,4,8,2,1,2,3,2,5,3,5,3,2
428,4,4,1,4,0,3,15,3,9,6,5,1,0,3,3,4,8,2,1,2,2,0,3,2,4,1,2
678,6,1,1,1,0,4,15,3,9,1,5,1,0,0,3,2,8,2,1,2,2,1,1,2,6,0,2
678,6,4,1,1,0,2,3,3,7,1,5,1,0,0,3,2,8,2,1,3,2,0,1,2,1,9,2
1003,1,1,1,1,0,0,4,3,2,4,5,1,0,0,3,2,8,1,1,2,3,2,5,3,5,3,1
334,5,0,1,1,0,2,4,3,1,6,5,1,0,0,3,0,8,1,1,2,0,1,1,2,5,4,1
777,5,3,1,1,0,2,3,3,4,4,5,7,0,0,0,2,2,3,3,3,3,2,5,3,5,4,2
777,5,0,1,1,0,1,16,3,9,6,5,7,0,0,0,2,8,3,3,3,0,1,1,2,5,11,2
777,5,0,1,1,0,2,3,3,9,6,8,7,0,0,0,2,8,3,3,2,3,2,5,3,5,0,2
777,5,0,1,4,0,2,3,3,6,0,5,7,0,0,0,2,8,3,3,9,0,1,0,2,5,1,2
285,2,4,1,4,0,3,10,3,0,4,5,1,0,0,3,2,8,2,3,9,3,2,5,3,5,3,2
285,2,1,1,4,0,3,0,3,13,6,5,1,0,0,3,2,1,2,3,2,1,1,4,2,5,10,2
285,2,1,2,1,0,4,0,3,4,6,5,1,0,0,3,2,8,2,3,2,3,2,5,3,5,7,2
285,2,1,1,1,0,2,8,3,9,3,5,1,0,0,3,2,8,2,3,2,0,1,0,2,5,5,2
209,2,0,1,1,2,2,0,0,9,4,5,0,0,0,3,2,8,2,1,2,0,1,3,2,5,1,1
209,2,0,1,1,0,1,14,3,7,4,5,0,0,0,3,2,8,2,1,2,0,1,2,2,5,3,1
317,2,1,1,1,0,3,0,0,9,6,5,1,0,0,3,2,8,2,2,2,2,0,1,2,1,9,2
317,2,1,1,1,0,1,0,3,10,4,1,1,0,0,3,2,8,2,2,1,3,2,5,3,5,18,2
317,2,4,1,4,0,3,0,3,10,4,1,1,0,0,3,2,8,2,2,3,0,1,0,2,5,1,2
1050,1,0,1,4,0,4,3,3,6,0,5,1,0,3,3,4,8,2,1,4,2,0,1,2,1,3,2
1050,1,4,0,4,0,1,10,3,9,4,1,1,0,3,3,4,1,2,1,2,1,1,0,2,5,12,2
247,3,2,1,1,0,2,10,3,9,6,5,5,0,0,3,2,8,4,3,2,0,1,0,2,5,9,1
247,3,1,1,1,0,2,4,3,5,6,5,5,0,0,3,2,8,4,3,2,3,2,5,3,5,0,1
247,3,1,1,1,0,0,4,3,9,6,5,5,0,0,3,2,8,4,3,2,1,0,3,2,5,17,1
247,3,4,1,1,0,2,8,3,2,6,5,5,0,0,3,2,8,4,3,2,2,1,1,2,6,10,1
247,3,4,1,4,0,0,0,3,6,4,5,5,0,0,3,2,2,4,3,2,2,0,1,2,6,3,1
149,1,4,1,4,0,2,0,3,6,2,7,1,0,0,3,2,8,2,1,2,0,1,1,2,5,10,2
149,1,1,1,1,2,0,0,0,6,2,0,1,0,0,3,2,8,2,1,2,3,2,5,3,5,0,2
364,0,4,1,4,0,2,3,3,7,4,7,1,0,0,3,2,8,2,1,2,0,0,1,2,5,11,2
364,0,0,1,4,0,1,3,3,7,4,5,1,0,0,3,2,8,2,1,2,3,2,5,3,5,10,2
413,4,4,1,4,0,1,0,3,9,2,5,7,0,0,3,2,8,2,1,2,2,1,0,2,1,10,2
413,4,1,1,4,0,2,14,3,7,2,5,7,0,0,3,2,8,2,1,2,0,1,0,2,5,0,2
20,6,1,1,4,2,4,0,3,7,4,6,1,0,0,0,2,8,2,1,3,3,2,5,3,5,10,2
20,6,4,0,2,0,4,7,3,7,2,5,1,0,0,0,2,2,2,1,2,2,1,0,2,3,0,2
1014,6,4,1,4,0,2,13,0,7,4,5,0,0,0,3,2,8,1,1,3,2,0,3,2,5,10,2
102,6,4,0,4,0,4,5,3,7,0,6,1,0,0,3,2,8,1,1,3,3,2,5,3,5,10,2
857,2,0,1,4,0,1,8,3,7,2,5,7,0,0,3,2,8,2,1,2,0,1,1,2,5,10,2
857,2,1,1,4,0,1,4,3,2,2,5,7,0,0,3,2,8,2,1,2,0,1,3,2,5,0,2
169,6,0,1,4,0,2,5,3,7,4,5,3,0,3,3,4,6,2,2,2,3,2,5,3,5,1,2
169,6,1,1,1,0,2,6,1,4,2,5,3,1,3,3,4,8,2,2,2,2,1,0,2,5,9,2
169,6,1,1,4,2,2,0,3,9,0,5,3,0,3,3,4,8,2,2,2,2,0,0,2,5,1,2
487,4,0,1,4,0,2,0,0,7,2,5,1,0,0,3,2,2,3,1,2,1,0,1,2,5,10,2
487,4,0,1,4,2,2,0,3,6,2,5,1,0,0,3,2,8,3,1,2,3,2,5,3,5,16,2
487,4,1,1,3,0,1,14,3,4,5,5,1,0,0,3,2,8,3,1,4,0,1,1,2,5,13,2
664,5,0,1,4,0,2,0,3,4,0,5,0,3,0,3,2,8,2,1,2,1,1,3,2,5,13,2
664,5,1,1,4,0,4,11,3,7,2,5,0,0,0,3,2,2,2,1,2,3,2,5,3,5,1,2
334,3,1,1,4,0,0,11,1,3,2,5,0,0,3,3,4,2,2,1,5,0,1,3,2,5,11,2
334,3,4,0,1,0,1,14,3,6,1,5,0,0,3,3,4,8,2,1,7,3,2,5,3,5,12,2
435,6,1,1,1,0,1,0,3,2,4,5,0,0,0,3,2,8,2,1,2,0,1,1,2,5,0,2
435,6,3,1,1,0,2,2,1,3,4,7,0,0,0,3,2,2,2,1,4,0,0,0,2,5,0,2
433,6,1,1,4,0,2,0,3,6,6,5,1,0,0,3,2,2,1,1,3,0,1,3,2,5,16,2
223,5,0,1,4,0,2,5,3,7,2,0,1,0,0,3,2,8,2,2,2,0,1,0,2,5,10,2
223,5,2,1,4,0,3,0,3,6,4,5,1,0,0,3,2,8,2,2,4,3,2,5,3,5,12,2
926,3,1,1,4,0,3,10,3,6,2,7,7,0,0,3,2,8,2,1,3,0,1,0,2,5,1,2
926,3,1,1,4,2,3,13,3,7,0,3,7,0,0,3,2,2,2,1,2,3,2,5,3,5,0,2
409,2,0,1,4,0,6,0,3,6,4,6,7,0,0,3,2,8,2,2,2,0,0,0,2,5,10,1
409,2,1,1,4,0,2,10,3,9,4,5,7,0,0,3,2,8,2,2,3,3,2,5,3,5,3,1
939,0,0,1,4,0,1,0,3,7,2,5,7,0,0,3,2,8,2,1,2,2,0,0,2,1,11,2
939,0,0,1,1,0,2,5,3,6,0,5,7,0,0,3,2,6,2,1,1,2,0,0,2,0,3,2
782,4,4,0,4,0,1,5,3,6,4,7,1,0,0,0,2,8,1,1,2,2,1,1,2,6,9,0
573,3,4,1,2,2,2,9,3,6,6,5,1,0,3,0,4,8,1,1,2,2,0,0,2,5,10,2
280,5,4,1,4,0,3,5,3,7,2,6,1,0,0,3,2,1,2,3,3,2,1,2,2,5,10,2
280,5,0,1,4,0,1,5,3,2,4,5,1,0,0,3,2,8,2,3,2,0,1,1,1,5,10,2
280,5,0,1,1,0,1,9,3,4,4,5,1,0,0,3,2,8,2,3,2,2,1,1,2,5,0,2
280,5,0,1,2,2,3,11,3,6,0,5,1,0,0,3,2,8,2,3,2,0,1,1,2,5,0,2
270,2,4,1,1,0,0,0,3,2,4,5,1,2,0,3,2,8,2,1,2,3,2,5,3,5,9,2
270,2,1,2,4,0,3,8,3,6,4,5,1,0,0,3,2,2,2,1,2,2,1,3,2,5,1,2
953,0,1,1,4,0,2,14,3,6,6,5,1,0,0,3,2,8,2,1,3,0,1,1,2,5,12,2
953,0,4,1,4,2,2,7,3,9,2,5,1,0,0,3,2,8,2,1,2,1,0,3,2,5,9,2
954,5,0,1,0,0,2,0,3,6,2,5,7,0,0,3,2,8,2,2,2,3,2,5,3,5,16,2
954,5,0,1,4,0,2,0,3,9,4,5,7,0,0,3,2,8,2,2,3,2,1,1,1,5,0,2
632,2,1,1,4,0,3,14,3,6,0,5,0,0,0,0,2,2,2,1,3,2,1,0,2,6,1,2
632,2,4,1,4,0,0,8,3,6,0,5,0,0,0,0,2,8,2,1,2,2,1,0,2,6,16,2
373,1,0,1,4,0,1,5,3,7,2,5,0,0,0,3,2,2,1,1,2,0,1,1,2,5,14,2
384,5,0,1,4,0,4,0,3,7,2,5,0,0,0,3,2,8,2,1,2,3,2,5,3,5,13,1
384,5,0,1,4,0,3,0,3,9,2,5,0,1,0,3,2,6,2,1,2,1,0,1,2,5,12,1
694,3,4,0,4,0,0,5,3,2,2,5,1,0,0,0,2,8,2,1,2,3,2,5,3,5,1,1
694,3,0,1,0,0,2,5,0,2,0,5,1,0,0,0,2,8,2,1,2,0,1,3,2,5,9,1
251,2,4,1,4,0,2,5,3,9,0,5,7,0,0,3,2,8,2,1,2,3,2,5,3,5,0,1
251,2,0,1,1,2,4,8,3,6,2,6,7,0,0,3,2,8,2,1,2,0,1,0,2,5,11,1
156,1,2,1,4,0,2,8,3,6,2,6,7,0,0,3,2,8,2,1,2,2,1,0,2,5,10,2
156,1,0,1,4,0,3,0,3,9,2,5,7,0,0,3,2,1,2,1,2,0,1,3,2,5,12,2
131,6,2,1,4,0,2,7,3,2,6,5,1,0,0,3,2,6,1,1,4,3,2,5,3,5,10,1
485,4,1,1,4,0,0,0,3,7,2,5,1,0,0,3,2,8,1,1,2,1,0,3,2,5,10,2
73,1,1,1,4,2,1,0,3,6,2,5,7,0,0,3,2,6,2,1,7,1,1,4,2,5,9,2
73,1,0,1,4,0,6,6,3,7,2,5,7,0,0,3,2,8,2,1,2,0,0,1,2,5,1,2
412,3,1,1,4,0,3,0,3,7,2,5,7,0,0,3,2,8,1,1,7,3,2,5,3,5,11,2
767,3,0,1,4,2,1,0,3,7,2,5,7,0,0,0,2,8,1,1,2,0,1,1,2,5,9,2
117,3,4,1,4,0,2,9,0,9,2,5,1,0,0,3,2,4,2,1,7,3,2,5,3,5,7,2
117,3,0,1,4,0,1,0,3,2,4,5,1,0,0,3,2,8,2,1,2,3,2,5,3,5,16,2
506,6,0,1,4,0,0,11,3,9,2,5,0,0,0,3,2,2,1,1,2,0,1,4,2,5,14,2
227,0,1,1,4,0,2,5,3,6,4,5,1,0,3,3,4,8,2,4,7,0,1,1,2,5,1,2
227,0,1,1,4,0,1,11,3,1,6,5,1,0,3,3,4,8,2,4,4,3,2,5,3,5,8,2
227,0,1,1,1,0,2,0,0,6,6,6,1,0,3,3,4,8,2,4,2,1,0,3,2,5,13,2
227,0,2,1,0,2,2,0,3,4,6,5,1,0,3,3,4,1,2,4,2,3,2,5,3,5,0,2
359,5,1,1,4,0,1,0,3,7,2,5,0,0,0,3,2,8,2,1,2,0,1,0,2,5,1,2
359,5,0,1,4,0,1,0,3,9,4,5,0,0,0,3,2,8,2,1,3,2,0,0,2,6,11,2
549,1,1,1,4,0,1,5,0,9,6,5,7,0,0,3,2,8,2,1,2,2,0,0,2,1,15,2
549,1,2,1,4,0,2,0,3,4,6,5,7,0,0,3,2,6,2,1,2,3,2,5,3,5,0,2
496,4,0,1,4,0,0,10,3,9,4,5,1,0,0,3,2,2,1,1,2,0,1,2,2,5,12,2
712,0,4,1,4,2,1,0,3,9,6,5,1,0,0,3,2,8,2,1,2,0,1,0,2,5,1,1
712,0,4,1,2,2,1,11,3,6,4,5,1,0,0,3,2,8,2,1,4,3,2,5,3,5,10,1
338,6,4,1,4,0,2,5,3,6,0,0,0,0,0,3,2,2,1,1,2,2,0,1,2,5,11,1
564,0,4,1,4,2,0,0,3,6,6,5,7,0,3,3,4,8,2,3,2,3,2,5,3,5,10,2
564,0,1,1,4,0,4,4,3,6,4,0,7,0,3,3,4,8,2,3,9,0,1,0,1,5,12,2
564,0,1,1,2,0,0,10,3,6,1,5,7,0,3,3,4,8,2,3,2,3,2,5,3,5,13,2
564,0,1,1,0,0,0,10,3,6,4,5,7,0,3,3,4,6,2,3,3,0,0,0,2,5,3,2
377,2,1,1,4,0,3,0,3,6,6,5,1,0,0,3,2,6,2,1,3,1,0,4,2,5,0,1
377,2,0,1,2,0,0,3,3,9,6,5,1,0,0,3,2,1,2,1,2,3,2,5,3,5,3,1
249,3,0,1,4,0,1,5,3,9,1,5,7,0,3,3,4,8,3,1,4,0,1,1,2,5,0,2
249,3,0,1,0,1,1,4,3,7,1,5,7,0,3,3,4,8,3,1,2,3,2,5,3,5,12,2
249,3,2,1,2,0,3,5,3,2,4,5,7,0,3,3,4,8,3,1,2,0,0,1,2,5,10,2
421,5,0,1,1,0,2,9,3,1,6,5,7,0,3,3,4,1,2,1,2,0,1,0,2,5,1,2
421,5,0,1,2,0,0,0,3,4,4,5,7,0,3,3,4,1,2,1,2,3,2,5,3,5,1,2
619,1,1,1,2,0,2,15,3,9,6,5,0,0,0,3,2,8,2,1,2,0,1,1,2,5,2,2
619,1,0,1,2,0,1,0,3,9,6,8,0,0,0,3,2,8,2,1,2,1,0,4,2,5,10,2
309,6,1,1,4,0,0,0,3,6,0,5,1,0,0,3,2,8,1,1,2,3,2,5,3,5,1,2
567,0,0,1,0,0,3,0,3,0,4,5,1,0,0,3,2,2,2,2,2,0,1,1,2,5,0,2
567,0,0,1,0,0,1,5,3,13,6,5,1,0,0,3,2,8,2,2,4,0,1,1,2,5,7,2
567,0,4,1,1,0,2,0,3,4,6,5,1,0,0,3,2,2,2,2,2,0,1,0,2,5,13,2
1060,4,1,1,1,0,0,0,3,9,3,5,7,0,0,3,2,8,2,1,5,3,2,5,3,5,13,2
1060,4,4,1,4,0,2,5,0,9,4,5,7,0,0,3,2,8,2,1,2,0,0,0,2,5,10,2
300,4,4,0,4,0,2,0,3,7,4,5,7,0,0,3,2,2,2,1,2,3,2,5,3,5,12,2
300,4,2,1,1,0,2,0,0,9,6,5,7,0,0,3,2,8,2,1,2,0,1,0,2,5,16,2
713,2,0,1,4,0,1,0,3,10,4,1,7,0,0,0,2,8,2,2,10,3,2,5,3,5,11,2
713,2,0,1,4,0,2,15,3,10,4,1,7,0,0,0,2,2,2,2,2,2,0,4,2,5,10,2
713,2,0,1,2,0,1,0,3,6,0,5,7,0,0,0,2,2,2,2,2,0,1,2,2,5,1,2
1032,4,1,1,4,0,0,0,3,9,4,1,1,0,0,3,2,8,1,1,2,0,1,3,2,5,3,2
958,4,4,0,4,0,0,0,3,9,6,5,7,0,0,3,4,8,3,1,2,3,2,5,3,5,1,2
958,4,0,1,4,0,2,8,3,5,6,5,7,0,0,3,4,8,3,1,9,3,2,5,3,5,16,2
958,4,4,1,3,0,6,0,3,9,6,5,7,0,0,3,4,8,3,1,2,2,0,1,2,5,13,2
428,6,0,1,4,0,2,0,3,2,6,5,3,0,3,3,2,8,2,1,2,3,2,5,3,5,4,1
428,6,1,1,4,0,0,9,3,6,4,5,3,0,3,3,2,8,2,1,3,1,0,0,2,5,2,1
963,6,1,1,4,0,1,10,3,6,2,7,7,0,0,3,2,8,2,2,2,2,0,1,1,5,19,2
963,6,0,1,4,0,3,4,0,6,2,0,7,0,0,3,2,8,2,2,3,3,2,5,3,5,1,2
1006,1,0,1,4,2,2,14,3,7,4,7,1,0,3,3,2,8,2,1,2,0,1,2,2,5,10,2
1006,1,4,0,2,0,0,12,3,7,4,5,1,0,3,3,2,8,2,1,2,2,1,0,2,5,13,2
340,1,4,0,4,0,3,14,3,9,2,5,1,0,3,3,7,8,2,2,2,1,0,3,2,5,12,2
340,1,1,1,4,0,0,0,3,7,2,5,1,0,3,3,7,8,2,2,2,1,0,3,2,5,0,2
340,1,1,1,4,0,1,0,3,7,4,6,1,0,3,3,7,8,2,2,10,3,2,5,3,5,11,2
238,5,1,1,4,0,3,7,3,7,2,5,3,0,0,3,2,8,2,1,2,3,2,5,3,5,16,2
238,5,0,1,4,0,1,15,0,7,4,5,3,0,0,3,2,8,2,1,2,0,0,1,2,5,3,2
876,6,1,1,1,0,2,0,3,7,0,6,3,0,0,0,2,8,2,1,2,2,1,0,2,6,12,2
876,6,0,1,4,0,2,14,3,7,2,5,3,0,0,0,2,8,2,1,2,2,0,0,1,5,11,2
91,0,1,1,1,0,0,0,3,2,2,5,1,0,0,3,2,8,2,1,2,1,0,3,2,5,1,2
91,0,0,1,1,0,2,9,3,7,4,5,1,0,0,3,2,2,2,1,2,0,1,1,2,5,3,2
114,5,0,1,1,0,2,0,1,4,2,5,0,0,0,3,2,8,2,1,8,2,1,3,1,5,1,2
114,5,0,1,4,0,0,0,3,9,0,5,0,0,0,3,2,1,2,1,9,0,1,0,2,5,1,2
73,5,2,1,4,0,2,5,0,7,2,5,7,0,0,3,2,8,2,1,1,0,0,0,2,5,0,2
73,5,0,1,4,0,2,0,3,6,2,5,7,0,0,3,2,2,2,1,3,0,1,1,2,5,17,2
189,2,2,1,4,0,1,11,3,4,5,5,7,0,0,3,2,8,1,1,3,1,0,4,2,5,3,1
76,4,2,1,4,0,0,0,3,4,0,5,1,0,0,3,2,8,1,1,2,1,1,4,2,5,10,2
787,4,4,0,4,0,2,9,3,7,2,5,1,0,0,0,7,8,1,1,9,3,2,5,3,5,3,1
499,0,2,1,4,0,4,9,1,3,2,5,1,0,0,3,2,8,1,1,2,2,0,3,2,6,0,2
948,0,0,1,4,0,2,0,3,6,1,5,7,0,0,3,2,8,2,1,2,0,1,1,2,5,12,2
948,0,4,1,4,2,2,0,3,2,4,5,7,0,0,3,2,6,2,1,10,0,1,1,2,5,1,2
359,1,1,1,4,2,2,0,1,3,4,7,0,0,3,3,4,2,2,1,2,2,0,1,2,6,10,2
359,1,0,1,4,0,2,5,3,6,6,5,0,0,3,3,4,8,2,1,2,2,0,4,2,5,9,2
453,4,2,1,2,0,1,9,3,7,2,0,1,0,0,3,2,2,2,1,10,1,0,3,2,5,9,2
453,4,0,1,0,0,2,4,3,6,4,5,1,0,0,3,2,8,2,1,8,3,2,5,3,5,10,2
535,3,1,1,4,0,3,0,3,6,2,7,1,0,0,3,2,8,2,2,2,2,1,3,2,5,10,2
535,3,1,1,4,0,4,0,3,7,0,3,1,0,0,3,2,8,2,2,3,0,1,3,2,5,10,2
535,3,1,1,1,0,2,0,3,6,4,6,1,0,0,3,2,8,2,2,1,3,2,5,3,5,11,2
114,4,0,1,1,0,1,1,3,9,4,5,7,0,0,3,2,8,2,1,2,0,1,0,2,5,3,2
114,4,0,1,4,0,1,9,3,7,2,5,7,0,0,3,2,2,2,1,2,3,2,5,3,5,1,2
721,6,0,1,4,0,0,4,3,6,0,5,7,0,0,0,2,8,2,2,9,0,1,1,2,5,0,2
721,6,0,1,4,0,1,0,3,6,4,7,7,0,0,0,2,2,2,2,3,3,2,5,3,5,3,2
123,5,2,1,4,0,1,0,3,6,6,5,0,0,3,3,4,8,2,1,2,2,1,0,1,6,3,2
123,5,0,1,4,0,3,0,3,7,2,6,0,2,3,3,4,8,2,1,3,3,2,5,3,5,10,2
416,1,0,1,2,0,4,4,3,2,4,5,7,0,3,3,4,8,2,1,2,0,0,1,2,5,13,2
416,1,1,1,4,0,1,5,3,4,4,5,7,0,3,3,4,8,2,1,2,1,0,4,2,5,1,2
1054,6,1,1,2,0,3,8,3,6,0,5,3,0,0,3,7,8,1,1,2,3,2,5,3,5,1,2
466,0,0,1,4,0,3,4,3,2,4,5,0,0,0,3,2,8,3,2,2,0,0,0,2,5,10,2
466,0,1,1,2,0,2,14,3,6,4,5,0,0,0,3,2,8,3,2,2,0,1,3,2,5,10,2
466,0,1,1,4,0,3,7,3,6,6,5,0,0,0,3,2,8,3,2,2,3,2,5,3,5,17,2
858,2,1,1,4,0,0,7,3,9,2,5,0,0,3,0,4,8,1,1,2,3,2,5,3,5,2,2
967,0,0,1,4,0,1,4,3,6,2,5,7,0,0,3,2,8,2,1,2,0,1,1,2,5,12,2
967,0,1,1,1,0,1,0,3,9,4,5,7,0,0,3,2,8,2,1,2,3,2,5,3,5,11,2
366,0,0,1,1,1,2,0,3,6,0,5,7,0,0,3,2,6,2,1,2,3,2,5,3,5,12,2
366,0,1,1,4,0,2,5,3,6,0,5,7,0,0,3,2,2,2,1,2,2,0,1,2,5,13,2
369,0,0,1,2,2,2,7,3,7,2,5,0,0,0,3,2,8,2,3,4,3,2,5,3,5,13,2
369,0,0,1,4,0,3,5,3,7,2,5,0,0,0,3,2,8,2,3,4,0,1,0,2,5,9,2
369,0,0,1,4,0,4,0,3,9,2,5,0,0,0,3,2,2,2,3,2,0,1,0,2,5,10,2
369,0,0,1,4,1,4,8,3,2,2,5,0,0,0,3,2,8,2,3,2,3,2,5,3,5,9,2
39,6,2,1,4,0,3,5,0,2,0,5,0,0,0,3,2,8,1,1,1,3,2,5,3,5,12,2
682,2,2,1,2,2,2,10,3,9,0,5,1,0,0,0,2,8,2,4,2,0,1,1,2,5,3,1
682,2,2,1,1,2,2,3,3,6,2,6,1,0,0,0,2,6,2,4,2,1,0,2,2,5,10,1
682,2,2,1,4,0,1,0,3,6,2,6,1,0,0,0,2,6,2,4,2,1,0,2,2,5,13,1
682,2,2,1,4,0,1,0,3,9,2,5,1,0,0,0,2,1,2,4,2,0,1,1,2,5,1,1
419,0,1,1,0,0,2,7,3,2,6,5,1,0,0,3,2,8,1,1,2,2,1,0,2,6,10,1
616,2,3,1,4,2,1,0,3,7,2,5,7,0,3,0,4,8,3,1,1,2,0,1,2,5,3,2
616,2,1,1,4,0,2,3,3,6,2,5,7,0,3,0,4,8,3,1,2,0,1,0,2,5,10,2
616,2,4,1,4,0,1,9,3,7,2,5,7,0,3,0,4,1,3,1,2,3,2,5,3,5,12,2
555,0,4,1,4,0,2,9,3,7,2,5,3,0,0,3,2,1,2,2,4,3,2,5,3,5,1,2
555,0,0,1,4,0,1,7,3,7,2,5,3,0,0,3,2,8,2,2,2,0,1,3,2,5,11,2
555,0,0,1,1,0,0,7,0,9,2,5,3,0,0,3,2,8,2,2,2,2,0,3,2,5,12,2
543,1,0,1,2,0,2,7,3,2,4,5,7,0,0,0,3,8,3,3,2,2,0,0,2,5,0,2
543,1,0,1,4,2,0,9,3,7,4,5,7,0,0,0,3,2,3,3,2,2,0,2,2,5,18,2
543,1,0,1,4,0,1,5,3,7,1,5,7,0,0,0,3,8,3,3,2,2,1,0,2,1,4,2
543,1,4,0,4,0,0,7,3,9,2,5,7,0,0,0,3,2,3,3,7,0,1,1,1,5,3,2
543,1,4,0,1,0,3,9,3,6,1,5,7,0,0,0,3,8,3,3,4,3,2,5,3,5,4,2
543,1,4,0,4,0,1,7,3,4,2,5,7,0,0,0,3,8,3,3,2,0,0,0,2,5,3,2
1060,1,4,1,4,0,1,4,0,9,0,5,1,0,0,3,7,2,1,1,2,3,2,5,3,5,11,1
386,2,0,1,4,0,1,7,3,6,5,5,7,0,0,3,2,8,1,1,2,0,1,0,2,5,3,2
872,3,1,1,4,0,1,7,3,7,2,5,4,0,0,0,2,8,1,1,2,3,2,5,3,5,1,1
236,2,3,1,1,0,1,7,3,2,6,5,7,0,0,3,2,2,1,1,2,0,1,0,2,5,9,0
677,4,0,1,4,0,1,8,3,4,2,5,1,0,0,0,2,2,3,3,2,1,1,0,2,5,3,2
677,4,0,1,1,0,2,0,3,1,1,5,1,0,0,0,2,8,3,3,2,3,2,5,3,5,1,2
677,4,0,1,1,0,1,7,3,0,4,5,1,0,0,0,2,8,3,3,2,0,1,4,2,5,3,2
677,4,0,1,4,0,3,5,3,7,2,5,1,0,0,0,2,8,3,3,2,3,2,5,3,5,3,2
746,1,1,1,4,0,3,10,3,7,2,5,7,0,3,0,4,8,2,1,3,0,1,0,2,5,3,0
746,1,1,2,2,0,3,0,3,4,2,5,7,0,3,0,4,8,2,1,3,0,1,0,2,5,1,0
204,4,4,1,4,0,2,8,0,7,2,5,1,0,0,3,2,8,2,1,9,2,1,3,2,1,1,2
204,4,0,1,4,2,1,5,0,6,6,5,1,0,0,3,2,8,2,1,4,3,2,5,3,5,3,2
999,1,1,1,1,0,0,9,3,7,6,5,3,0,3,3,4,8,1,1,4,0,0,1,2,5,16,2
1004,4,4,1,4,0,1,7,3,6,2,5,1,0,0,3,2,8,2,2,2,1,1,0,2,5,1,2
1004,4,0,1,4,0,2,5,3,6,4,5,1,0,0,3,2,8,2,2,2,3,2,5,3,5,10,2
1004,4,0,1,4,0,2,8,1,7,6,5,1,0,0,3,2,8,2,2,4,2,0,0,2,6,13,2
476,4,4,1,1,2,2,7,0,7,6,5,1,0,0,3,3,8,2,1,4,3,2,5,3,5,1,2
476,4,1,1,2,1,3,5,3,7,4,5,1,0,0,3,3,8,2,1,2,3,2,5,3,5,1,2
132,6,4,1,4,0,3,12,3,7,6,5,7,0,0,3,2,8,1,2,7,0,0,0,2,5,16,2
132,6,4,1,4,0,0,0,3,9,4,5,7,0,0,3,2,8,1,2,4,3,2,5,3,5,13,2
